Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
218864,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,2 to 10,4,None,10/29/2002 0:00,No damage,2,ASTAR AIR CARGO,New York,Landing Roll,None,TRUE,TRUE,FOUND 3 BIRDS ON CENTERLINE @D-E. SOME BLOOD AND VERY FEW FEATHERS SEEN ON TIP OF NOSE. NO DMG REPTD AS THIS TIME.,Small,Some Cloud,Dunlin,Y,0,0,0,No
216599,Airplane,JOHN F KENNEDY INTL,> 1000 ft,CL-RJ100/200,2 to 10,7,Precautionary Landing,10/29/2002 0:00,Caused damage,2,ATLANTIC SOUTHEAST,New York,Climb,None,TRUE,TRUE,"ENG HAD BENT FAN BLADES, DENTED SPINNER AND POPPED RIVETS ON COWLING. ENG WILL BE BORESCOPED. ID BY SMITHSONIAN FAA 353",Large,No Cloud,Canada goose,Y,0,"2,000",0,No
212285,Airplane,SPRINGFIELD-BRANSON NATIONAL,< 1000 ft,C-210 CENTUR,2 to 10,6,None,10/30/2002 0:00,No damage,1,FLIGHT EXPRESS,Missouri,Approach,Rain,FALSE,FALSE,NO DMG.,Small,Overcast,Mourning dove,N,0,20,0,No
219466,Airplane,DENVER INTL AIRPORT,< 1000 ft,BE-1900,2 to 10,7,None,10/31/2002 0:00,Caused damage,2,GREAT LAKES AIRLINES,Colorado,Approach,Snow,FALSE,FALSE,ARPT OPS & WS BIOLOGIST WERE NOT MADE AWARE OF THIS STRIKE. ASSUME CAGO FROM DATE AND LOCATION.,Large,Overcast,Canada goose,N,0,200,0,No
222036,Airplane,JOHN C TUNE ARPT,< 1000 ft,BE-90  KING,2 to 10,9,Aborted Take-off,10/31/2002 0:00,No damage,2,BUSINESS,Tennessee,Take-off run,None,FALSE,FALSE,"DOVE? NO DMG. REPTD AS DOVE, ASSUME MOURNING.",Small,Overcast,Mourning dove,N,0,0,0,No
212634,Airplane,GREATER PITTSBURGH,< 1000 ft,B-757-200,2 to 10,2,None,11/4/2002 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,None,FALSE,FALSE,FLEW THRU A FLOCK OF BIRDS ABOUT MM RWY 32. NO APPARENT DMG.,Medium,Overcast,Unknown bird - medium,N,0,200,0,Yes
213085,Airplane,BOB HOPE ARPT,< 1000 ft,C-560,2 to 10,3,None,11/4/2002 0:00,No damage,2,EXECUTIVE JET AVIATION,California,Landing Roll,None,FALSE,FALSE,BIRDSTRIKE ON RT FRONT WINDSHLD. 1 POSSIBLY SPARROW SIZE BIRD OUT OF A FLOCK OF 10. NO DMG. LOOKED LIKE CANARIES.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
217933,Airplane,SAVANNAH INTL,< 1000 ft,B-737,2 to 10,4,None,11/5/2002 0:00,No damage,2,US AIRWAYS*,Georgia,Take-off run,Fog,FALSE,FALSE,,Small,Overcast,Unknown bird - small,N,0,0,0,Yes
215569,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-737-800,2 to 10,10,None,11/6/2002 0:00,No damage,2,DELTA AIR LINES,DC,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,Y,0,100,0,Yes
217475,Airplane,LOGAN INTL,< 1000 ft,B-737-200,2 to 10,10,None,11/6/2002 0:00,Caused damage,2,DELTA AIR LINES,Massachusetts,Landing Roll,"Fog, Rain",FALSE,FALSE,"CREW WAS AWARE OF HEAVY BIRD ACTIVITY IN BOS. BELIEVED TO BE CORMORANTS, NOTHING FOUND ON AIRFIELD INSP. (ASSUME DOUBLE-CRESTED)",Large,Overcast,Double-crested cormorant,Y,0,0,0,Yes
212847,Airplane,NEW ORLEANS INTL,> 1000 ft,A-319,2 to 10,7,None,11/6/2002 0:00,No damage,2,US AIRWAYS*,Louisiana,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,"2,000",0,No
217287,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,EMB-145,2 to 10,7,None,11/7/2002 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,None,FALSE,FALSE,BIRDS WERE BLACK. TIME OUT OF SERVICE 20 MINS.,Medium,No Cloud,Unknown bird - medium,N,0,0,0,No
210700,Airplane,FORT LAUDERDALE EXECUTIVE ARPT,< 1000 ft,GULFAERO III,2 to 10,2,None,11/9/2002 0:00,No damage,2,BUSINESS,Florida,Landing Roll,None,TRUE,FALSE,ATIS WARNING. NO DMG. PILOT DID NOT KNOW WHERE BIRDS HIT A/C. FOUND 3 BIRDS ON RWY.,Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,No
214788,Airplane,GREATER PITTSBURGH,< 1000 ft,A-320,2 to 10,5,None,11/10/2002 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,Rain,FALSE,FALSE,,Small,Overcast,Unknown bird - small,N,0,150,0,No
212881,Airplane,LOGAN INTL,< 1000 ft,DORNIER 328,2 to 10,4,None,11/10/2002 0:00,No damage,2,ATLANTIC COAST AIRLINES,Massachusetts,Landing Roll,None,TRUE,FALSE,PICKED UP 2 DEAD BIRDS. SMALL SPARROW TYPE,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
217437,Airplane,L F WADE INTL ARPT,< 1000 ft,B-757-200,2 to 10,2,None,11/10/2002 0:00,No damage,2,AMERICAN AIRLINES,N/A,Take-off run,None,FALSE,FALSE,TERN/SANDPIPER. APPEARED TO BE MULTIPLE BIRDSTRIKES AT ROTATION SPEED. NO SIGNIFICANT A/C DMG NOTED. T/O AND FLT CONTD.,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
216261,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,EMB-145,2 to 10,3,None,11/11/2002 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,None,FALSE,FALSE,ATIS WARNING. IMPACTED PITOT TUBES,Small,No Cloud,Rock pigeon,Y,0,0,0,No
214117,Airplane,MELBOURNE INTL,< 1000 ft,PA-28,2 to 10,6,None,11/12/2002 0:00,No damage,1,BUSINESS,Florida,Climb,None,FALSE,FALSE,SUSPECT BIRDSTRIKE. SOMETHING HIT THE PLANE. NO APPARENT DMG.,Small,No Cloud,Unknown bird - small,N,0,100,0,No
219307,Airplane,BISMARCK MUNICIPAL ARPT,> 1000 ft,C-208,2 to 10,5,Precautionary Landing,11/12/2002 0:00,Caused damage,1,CORPORATE AIR,North Dakota,Climb,None,FALSE,FALSE,,Large,No Cloud,Unknown bird - large,N,0,"2,100",0,No
216806,Airplane,MINOT INTL AIRPORT,> 1000 ft,BE-90  KING,2 to 10,3,None,11/12/2002 0:00,Caused damage,2,BUSINESS,North Dakota,Approach,None,FALSE,FALSE,CANADA GEESE? 8-10MI STRAIGH IN FINAL. SEVERAL LOUD BANGS WERE HEARD. NORMAL LDG WITH NO INJURIES.,Large,No Cloud,Canada goose,N,"63,387","1,500",0,No
219760,Airplane,LOGAN INTL,< 1000 ft,A-320,2 to 10,9,None,11/13/2002 0:00,No damage,2,US AIRWAYS*,Massachusetts,Approach,Rain,TRUE,FALSE,"HIT 3 BIRDS, 1 ON RADOME AND 2 INTO #2 ENG. NO DMG.",Small,Overcast,Snow bunting,Y,0,5,0,No
216926,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,C-402,2 to 10,2,Aborted Take-off,11/13/2002 0:00,No damage,2,ISLAND EXPRESS,Florida,Take-off run,None,FALSE,FALSE,ATIS WARNING. NO DMG. HIT 2 BIRDS,Medium,No Cloud,Unknown bird - medium,Y,0,0,0,No
218626,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,C-402,2 to 10,10,Aborted Take-off,11/13/2002 0:00,No damage,2,BUSINESS,Florida,Take-off run,None,TRUE,FALSE,3 BIRDS STRUCK. PILOT ABORTED T/O ON RWY 27L FOR A/C INSPN. AND TOOK OF ON RWY 31. RWY 27L REMAINED CLOSED FOR CLEAN UP.,Small,Some Cloud,Cattle egret,Y,0,0,0,No
1195,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,9,None,11/13/2002 0:00,No damage,,MILITARY,Louisiana,Approach,None,FALSE,FALSE,None.,Medium,Overcast,Unknown bird or bat,Y,0,"2,000",0,No
212433,Airplane,LOS ANGELES INTL,< 1000 ft,B-767-400,2 to 10,10,None,11/14/2002 0:00,No damage,2,DELTA AIR LINES,California,Climb,None,FALSE,FALSE,"UNSURE OF SIZE, MADE A VERY LOUD NOISE. JUST SAW A FLASH OF THE BIRD. NOT EVEN SURE WHAT IT WAS UNTIL LDG.",Medium,No Cloud,Unknown bird - medium,N,0,100,0,Yes
219226,Airplane,KAHULUI ARPT,< 1000 ft,B-717-200,2 to 10,6,None,11/15/2002 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Landing Roll,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
214610,Airplane,INDIANAPOLIS INTL,< 1000 ft,SAAB-340,2 to 10,2,None,11/18/2002 0:00,No damage,2,BUSINESS,Indiana,Take-off run,None,TRUE,FALSE,FOUND 1 STARLING AND 1 MOURNING DOVE. NO DMG. REPTD. STRIKE DURING ROTATION.,Small,Some Cloud,Mourning dove,N,0,0,0,No
216417,Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,2 to 10,5,None,11/19/2002 0:00,Caused damage,2,SOUTHWEST AIRLINES,Tennessee,Take-off run,None,FALSE,FALSE,OCCURRED JUST PRIOR TO ROTATION.,Medium,Some Cloud,Unknown bird - medium,N,0,0,0,Yes
215288,Airplane,SLIDELL AIRPORT,< 1000 ft,C-441 CONQUE,2 to 10,5,Engine Shut Down,11/20/2002 0:00,Caused damage,2,BUSINESS,Louisiana,Landing Roll,None,FALSE,FALSE,"TWO DEER STRUCK BOTH ENGINES (PROPS) SHORTLY AFTER TOUCHDOWN. BENT BOTH PROPS, DAMAGED L ENGINE INLET, TORE OF LEFT GEAR DOOR.",Large,Overcast,White-tailed deer,N,"163,538",0,0,No
217074,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,DC-10-10,2 to 10,2,None,11/20/2002 0:00,No damage,3,FEDEX EXPRESS,New Jersey,Descent,None,FALSE,FALSE,ATIS WARNING. INSPN OF ENTIRE A/C. EVIDENCE OF SEVERAL STRIKES. NO DMG.,Medium,No Cloud,Unknown bird - medium,Y,0,"2,800",0,Yes
218345,Airplane,ALBANY INTL,< 1000 ft,BE-36,2 to 10,5,None,11/21/2002 0:00,No damage,1,PRIVATELY OWNED,New York,Approach,Rain,FALSE,FALSE,,Small,Some Cloud,European starling,Y,0,400,0,No
219603,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,B-737-800,2 to 10,3,None,11/22/2002 0:00,No damage,2,DELTA AIR LINES,Kentucky,Approach,None,FALSE,FALSE,"HIT 2 BIRDS, 1 ON RADOME, NO DMG. 1 ON #1 ENG. ENG PARAMETERS STABLE",Small,Overcast,Unknown bird - small,N,0,"1,500",0,Yes
220513,Airplane,METRO OAKLAND INTL,< 1000 ft,CL-RJ100/200,2 to 10,4,None,11/22/2002 0:00,No damage,2,SKYWEST AIRLINES,California,Landing Roll,None,FALSE,FALSE,"2 BIRDS. ATIS WARNING. PART STRUCK NOT REPT. DMG IF ANY UNKNOWN. (DATA ENTRY NOTE: BIRD REPTD AS PIGEON, ASSUME ROCK PIGEON FROM LOCATION)",Small,Some Cloud,Rock pigeon,Y,0,0,0,No
5525,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,10,Precautionary Landing,11/23/2002 0:00,No damage,,MILITARY,South Carolina,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,300,0,No
224628,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,2 to 10,5,Precautionary Landing,11/24/2002 0:00,No damage,2,DELTA AIR LINES,Georgia,Climb,None,FALSE,FALSE,"NO DMG. FOUND EVIDENCE OF MULTIPLE STRIKES ON BOTH SIDES OF RADOME, F/O'S WINDSHLD AND L ENG SPINNER",Small,No Cloud,Unknown bird - small,N,0,800,0,Yes
217926,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,8,None,11/25/2002 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Take-off run,None,FALSE,FALSE,"I HAVE SEEN THESE BIRDS MORE THAN 5 TIMES IN SAME AREA BEFORE. I CAME CLOSE TO HITTING THESE ABOUT 2 MOS AGO. THESE BIRDS FEED IN THE SAME SPOT, ABOUT 2500 FT DOWN RWY. TIME OUT OF SVC 1/2 HR",Small,Overcast,Rock pigeon,N,0,0,0,No
217696,Airplane,WALLBLAKE,< 1000 ft,ATR-42,2 to 10,6,None,11/26/2002 0:00,No damage,2,AMERICAN EAGLE AIRLINES,N/A,Climb,None,FALSE,FALSE,NO DMG. AT ROTATION.,Small,No Cloud,Unknown bird - small,N,0,10,0,No
212138,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-320,2 to 10,9,None,11/27/2002 0:00,Caused damage,2,US AIRWAYS*,North Carolina,Take-off run,None,FALSE,FALSE,BLADE DMG. CHANGED 2 PAIR. DMG FOUND DURING BORESCOPE.,Medium,Overcast,Unknown bird - medium,N,0,0,0,No
221983,Airplane,GREATER ROCHESTER INTL,< 1000 ft,CL-RJ100/200,2 to 10,4,None,12/2/2002 0:00,No damage,2,COMAIR AIRLINES,New York,Take-off run,Snow,FALSE,FALSE,PILOT CONTD TO CVG AND WILL CALL UPON ARRIVAL,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
219904,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,2 to 10,7,None,12/3/2002 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
219506,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,EMB-135,2 to 10,10,None,12/4/2002 0:00,No damage,2,AMERICAN EAGLE AIRLINES,New Jersey,Landing Roll,None,FALSE,FALSE,NO DMG. CLEANED.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
217665,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ100/200,2 to 10,5,None,12/5/2002 0:00,No damage,2,AIR CANADA,DC,Take-off run,Snow,TRUE,FALSE,"BIRDSTRKE ON T/O TO CAPT'S WINDOW. NO DMG. ATIS WARNING. AFTER ROTATION, PILOT REPTD BIRDSTRIKE. CONTD TO DEST.",Small,Overcast,European starling,Y,0,0,0,No
209789,Airplane,LOGAN INTL,< 1000 ft,A-319,2 to 10,5,None,12/13/2002 0:00,No damage,2,US AIRWAYS*,Massachusetts,Climb,None,TRUE,FALSE,"PILOT REPTD NO DMG. CARCASS RECOVERED IMMED AFTER DEPTR BIRDS REPTD AS LARKS, ASSUME HORNED LARKS.",Small,Some Cloud,Horned lark,N,0,35,0,No
218643,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-300,2 to 10,3,None,12/18/2002 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,FALSE,FALSE,DOWNWIND FOR VISUAL APCH WE HIT 2 BIRDS ON NOSE. NO BIRDS WERE SEEN PRIOR TO THE STRIKES. UNEVENTFUL LDG. INSPN.,Medium,No Cloud,Unknown bird - medium,Y,0,"5,000",0,Yes
216231,Airplane,GREAT FALLS INTL,< 1000 ft,C-402,2 to 10,3,None,12/20/2002 0:00,Caused damage,2,BUSINESS,Montana,Climb,None,FALSE,FALSE,DAMAGED RT WING UPPER LEADING EDGE 2' INBD FROM TIP TANK AND LWR NOSE AREA BY OPENING FOR AIR INLET FOR HEATER.,Large,No Cloud,Canada goose,N,"6,339",720,0,No
215503,Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-777-200,2 to 10,10,None,12/22/2002 0:00,No damage,2,AMERICAN AIRLINES,New York,Take-off run,None,TRUE,FALSE,"PILOT REPTD STRIKING BIRDS PRIOR TO 8,000 FT TO GO DISTANCE MARKER. OPS FOUND 3 HORNED LARKS. NO DMG. FLT CONTD.",Small,Overcast,Horned lark,Y,0,0,0,No
210755,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-300,2 to 10,7,None,12/23/2002 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,N,0,500,0,Yes
219485,Airplane,SACRAMENTO INTL,> 1000 ft,B-737,2 to 10,3,None,12/23/2002 0:00,Caused damage,2,SOUTHWEST AIRLINES,California,Climb,None,FALSE,FALSE,ENG INLET DAMAGED. NO ABNORMAL ENG OR A/C INDICATIONS.,Medium,No Cloud,Unknown bird - medium,N,0,"3,500",0,Yes
219840,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,MD-88,2 to 10,7,None,12/25/2002 0:00,No damage,2,DELTA AIR LINES,Kentucky,Climb,Fog,FALSE,FALSE,NO DMG,Medium,Overcast,Unknown bird - medium,N,0,"1,000",0,No
224006,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-767,2 to 10,2,None,1/1/2003 0:00,No damage,2,DELTA AIR LINES,Utah,Take-off run,None,TRUE,FALSE,SEVERAL SML BIRDS WERE HIT. NO APPARENT DMG. FLT CONTD TO ATL.,Small,Some Cloud,Horned lark,Y,0,0,0,Yes
218576,Airplane,BRAINERD-CROW WING,< 1000 ft,SAAB-340,2 to 10,9,None,1/2/2003 0:00,No damage,2,MESABA AIRLINES,Minnesota,Climb,None,FALSE,FALSE,TIME IS EITHER 4.5 OR 45 HOURS OUT OF SERVICE,Small,No Cloud,Unknown bird - small,N,0,20,0,No
220596,Airplane,SACRAMENTO INTL,< 1000 ft,A-319,2 to 10,3,Precautionary Landing,1/2/2003 0:00,Caused damage,2,AMERICA WEST AIRLINES,California,Climb,Fog,FALSE,FALSE,"LARGE, WHITE BIRDS. UNSPECIFIED DMG TO NOSE AND RIGHT UNDER WING.",Large,Some Cloud,Unknown bird - large,Y,0,800,0,No
214641,Airplane,LOS ANGELES INTL,< 1000 ft,B-737-300,2 to 10,2,None,1/3/2003 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,FALSE,FALSE,NO DMG. WAS WRITTEN UP AND DEFERRED FOR 10 CYCLES BEFORE BORESCOPE.,Medium,No Cloud,Unknown bird - medium,N,0,10,0,Yes
220433,Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,2 to 10,3,None,1/3/2003 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Approach,None,FALSE,FALSE,NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,150,0,No
218656,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,MD-90-30,2 to 10,3,None,1/4/2003 0:00,No damage,2,DELTA AIR LINES,DC,Climb,Snow,FALSE,FALSE,"ATIS WARNING. SMALL, DARK COLORED BIRDS. FEATHERS AND STREAMING REMAINS VISIBLE ON CENTER WINDSCREEN. TALKED TO DCA TWR SUP.",Small,Overcast,Unknown bird - small,Y,0,300,0,No
216059,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,2 to 10,10,None,1/4/2003 0:00,No damage,2,JETBLUE AIRWAYS,New York,Approach,Snow,TRUE,TRUE,CAPT STATED HE FLEW THROUGH A FLOCK OF AT LEAST 10 GULLS ON APCH AND HIT A FEW BIRDS. FEATHERS ID BY SMITHSONIAN. 2 STRIKES ON RADOME AND BLOOD SMEARS ON L WING AND L MAIN LDG GEAR. NO CARCASSES FOUND.,Medium,Overcast,Lesser scaup,Y,0,350,0,No
222896,Airplane,TAMPA INTL,< 1000 ft,B-737-200,2 to 10,10,None,1/5/2003 0:00,No damage,2,DELTA AIR LINES,Florida,Climb,None,FALSE,FALSE,"ATIS WARNING. MED SIZED WHITE BIRDS. DURING T/O, SAW A FLOCK OF ABOUT 15 BIRDS FLY IN FRONT OF A/C. HEARD THUMPS AND TWR CONFIRMED BIRDS HIT A/C. AND FELL TO GROUND. MX FOUND SOME REMAINS (NO FEATHERS) IN NOSE WHEEL AREA AND LOWER BODY IN BOSTON. NO DMG.",Medium,No Cloud,Unknown bird - medium,Y,0,10,0,Yes
214662,Airplane,FRESNO YOSEMITE INTL,< 1000 ft,CL-RJ100/200,2 to 10,9,None,1/7/2003 0:00,No damage,2,SKYWEST AIRLINES,California,Approach,Fog,FALSE,FALSE,"PIGEONS OR GULLS. AS SOON AS WE BROKE OUT OF THE CLOUDS, THE FLOCK APPEARED AND WE HEARD A LOUD THUMP. EVIDENCE OF 2 STRIKES, UNKN ACTUAL #.",Medium,Overcast,Unknown bird - medium,N,0,350,0,No
213336,Airplane,ROGUE VALLEY INTL,< 1000 ft,DHC8 DASH 8,2 to 10,4,Precautionary Landing,1/8/2003 0:00,Caused damage,2,HORIZON AIR,Oregon,Approach,None,TRUE,TRUE,"7-8 BIRDS SUDDENLY APPEARED I FRONT OF A/C. SEVERAL HIT NOSE & WINDSHLD. FORCE OF IMPACT FRACTURED INNER PANE ON CAPT SIDE. NUMEROUS SMALL PIECES OF GLASS IHT CPT IN FACE, SCALP & CHEST. HE TURNED CONTROL OVER TO F/O FOR LDG. EMERG POWER SWITCHED ON AFTER",Medium,No Cloud,Lesser scaup,N,"123,476","1,000",1,No
220408,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-700,2 to 10,9,None,1/11/2003 0:00,Caused damage,2,SOUTHWEST AIRLINES,California,Approach,None,TRUE,TRUE,,Medium,Some Cloud,Northern pintail,Y,0,"1,000",0,Yes
220409,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,2 to 10,7,None,1/13/2003 0:00,No damage,2,JETBLUE AIRWAYS,New York,Approach,Snow,TRUE,TRUE,PILOT STATED THAT THEY FLEW THROUGH A FLOCK OF AT LEAST 10 GULLS ON APCH AND HIT A FEW. ID BY SMITHSONIAN FAA 383,Medium,Overcast,Lesser scaup,Y,0,350,0,No
218410,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-757-200,2 to 10,4,None,1/14/2003 0:00,No damage,2,DELTA AIR LINES,New Jersey,Landing Roll,None,TRUE,FALSE,ATIS WARNING. HIT 8-10 BIRDS. SEVERAL PIECES OF CARCASSED WERE RETRIEVED. FEATHERS FOUN ON BOTH ENG FANS AND ON COWLING.,Small,No Cloud,European starling,Y,0,0,0,Yes
219609,Airplane,STUTTGART MUNICIPAL ARPT,< 1000 ft,BE-400 BJET,2 to 10,2,None,1/14/2003 0:00,No damage,2,FLIGHT OPTIONS,Arkansas,Approach,None,FALSE,FALSE,A FULL INSPN OF A/C AND ENG WAS DONE. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,500,0,No
213824,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-500,2 to 10,10,Precautionary Landing,1/15/2003 0:00,Caused damage,2,SOUTHWEST AIRLINES,Louisiana,Climb,None,TRUE,TRUE,ATIS WARNING. BIRD REPTD AS GULL /WATERFOWL.  ID BY SMITHSONIAN WAS ROCK DOVE. UPON GEAR RETRACTION PILOT SAW 2 BIRDS AND FELT A THUMP ON #1 ENG. HE DECIDED TO MAKE A PREC. LDG. DURING INSPN FOUND 2-4 BLADES DAMAGED. THEY WILL BE CHANGED. ENG MANU REPTD 1,Small,No Cloud,Rock pigeon,Y,0,400,0,Yes
219912,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,A-320,2 to 10,9,Aborted Take-off,1/16/2003 0:00,Caused damage,2,UNITED AIRLINES,California,Take-off run,None,FALSE,FALSE,"BANDED RACING PIGEON. SML FLOCK OF BIRDS CROSSED RWY. SEVERAL IMPACTS HEARD. BUZZING BEGAN FROM #1 ENG. BIRD INGESTED. DMG TO #1 ENG, LEFT FLAP WELLS AND BOTH RT MAIN TIRES.A/C WAS TOWED TO GATE.  REPLACED ENG. HIT ABOUT 12 BIRDS. ID FROM ENG MANU",Small,No Cloud,Rock pigeon,Y,0,0,0,No
217690,Airplane,LOS ANGELES INTL,< 1000 ft,B-767-300,2 to 10,7,None,1/16/2003 0:00,Caused damage,2,AIR NEW ZEALAND,California,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN FAA 393. DENTED RADOME. PILOT REPTD STRIKING TWO BLACK AND WHITE BIRDS OVER THRESHOLD.,Small,No Cloud,Rock pigeon,N,0,100,0,Yes
218970,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-800,2 to 10,4,None,1/16/2003 0:00,No damage,2,DELTA AIR LINES,Texas,Approach,None,FALSE,FALSE,NO DMG. CLEANED.,Small,No Cloud,Unknown bird - small,Y,0,5,0,Yes
220170,Airplane,LAWTON-FORT SILL REGIONAL ARPT,> 1000 ft,SAAB-340,2 to 10,7,None,1/17/2003 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Oklahoma,Approach,None,FALSE,FALSE,"BIRD SIZE REPTD AS SML AND MED. ONLY FOUND EVIDENCE OF 1 STRIKE ON POSTFLT, THOUGHT WE HIT MORE THAN 1. NO DMG.",Medium,No Cloud,Unknown bird - medium,N,0,"1,900",0,No
216506,Airplane,ORLANDO INTL,< 1000 ft,B-757-200,2 to 10,8,None,1/18/2003 0:00,No damage,2,UNITED AIRLINES,Florida,Landing Roll,None,FALSE,FALSE,RT ENG INGESTED GULLS ON LDG. EVIDENCE OF CORE ENTRY. NORMAL ENG PARAMETERS. CLEANED. NO DMG.,Medium,No Cloud,Unknown bird - medium,Y,0,0,0,Yes
218126,Airplane,PORT COLUMBUS INTL,< 1000 ft,CL-RJ100/200,2 to 10,10,None,1/27/2003 0:00,No damage,2,COMAIR AIRLINES,Ohio,Approach,None,FALSE,FALSE,CREW REPTD STRIKING BIRDS OVER THE RWY DESIGNATOR WHILE LANDING. BLOOD FOUND ON L WING LE. REMAINS OF BIRDS WERE NOT FOUND.,Medium,Some Cloud,Unknown bird - medium,N,0,20,0,No
215750,Airplane,NORTHEAST PHILADELPHIA ARPT,< 1000 ft,C-650,2 to 10,6,None,1/30/2003 0:00,No damage,2,BUSINESS,Pennsylvania,Take-off run,None,FALSE,FALSE,,Small,Some Cloud,European starling,Y,0,0,0,No
214908,Airplane,GREATER PITTSBURGH,< 1000 ft,DORNIER 328,2 to 10,7,None,1/30/2003 0:00,No damage,2,SKYWAY AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,Y,0,200,0,No
216881,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,2 to 10,5,None,2/4/2003 0:00,No damage,2,SOUTHWEST AIRLINES,Arizona,Climb,None,FALSE,FALSE,WE SAW 5-7 BLACK BIRDS. 3 HIT THE RT SIDE. NO DMG. MX CLEANED OFF RT WING AND ENG COWL.,Medium,No Cloud,Unknown bird - medium,N,0,250,0,Yes
215272,Airplane,AIRBORNE AIRPARK,< 1000 ft,DC-8-63,2 to 10,3,None,2/4/2003 0:00,No damage,4,ABX AIR,Ohio,Approach,Snow,FALSE,FALSE,FLEW THRU A FLOCK OF STARLINGS. CONFIRMED 1 STRIKE ON F/O'S WINDSHLD. POSSIBLY MORE. NO DMG.,Small,Overcast,European starling,N,0,50,0,No
